#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.614735e+00 -5.962625e-01  1.256423e-01
 5.032699e+00  4.546350e+00 -4.863490e-01  1.282354e-01
 4.484341e+00  4.192792e+00 -2.915491e-01  1.372875e-01
 3.447222e+00  3.424238e+00 -2.298423e-02  1.607618e-01
 2.084373e+00  2.307596e+00  2.232230e-01  2.152172e-01
 7.998389e-01  1.046920e+00  2.470814e-01  2.613876e-01
 1.940412e-02  1.614005e-01  1.419963e-01  2.613876e-01
 2.921057e-05 -2.187608e-02 -2.190529e-02  2.613876e-01
 7.285975e-01  6.941543e-01 -3.444317e-02  2.613876e-01
 1.889364e+00  1.886102e+00 -3.262108e-03  2.259503e-01
 2.942955e+00  3.023129e+00  8.017404e-02  1.768235e-01
 3.366410e+00  3.495249e+00  1.288387e-01  1.630800e-01
 2.942955e+00  3.023200e+00  8.024506e-02  1.768235e-01
 1.889362e+00  1.885350e+00 -4.011589e-03  2.259504e-01
 7.285884e-01  6.929735e-01 -3.561496e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.615831e-01  1.421785e-01  2.613876e-01
 7.998387e-01  1.047148e+00  2.473090e-01  2.613876e-01
 2.084374e+00  2.307801e+00  2.234274e-01  2.152171e-01
 3.447223e+00  3.424282e+00 -2.294100e-02  1.607617e-01
 4.484344e+00  4.192250e+00 -2.920943e-01  1.372874e-01
 5.032698e+00  4.546263e+00 -4.864359e-01  1.282354e-01
 5.210998e+00  4.614626e+00 -5.963713e-01  1.256423e-01
 5.236732e+00  4.607757e+00 -6.289751e-01  1.252804e-01
