#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 7.104139e+00  7.362202e+00  2.580629e-01  1.687603e-01
 8.202624e+00  8.319304e+00  1.166796e-01  1.556466e-01
 9.855332e+00  9.987969e+00  1.326371e-01  1.405982e-01
 1.159126e+01  1.185193e+01  2.606699e-01  0.000000e+00
 1.278368e+01  1.318050e+01  3.968254e-01  0.000000e+00
 1.279677e+01  1.320864e+01  4.118715e-01  0.000000e+00
 1.133485e+01  1.160662e+01  2.717664e-01  0.000000e+00
 8.703144e+00  8.823061e+00  1.199179e-01  1.505946e-01
 5.591281e+00  5.624591e+00  3.330980e-02  1.936239e-01
 2.727445e+00  2.714971e+00 -1.247411e-02  2.970820e-01
 7.216445e-01  7.144165e-01 -7.228058e-03  4.197184e-01
 0.000000e+00  0.000000e+00  0.000000e+00  4.197184e-01
 7.216463e-01  7.143747e-01 -7.271584e-03  4.197184e-01
 2.727448e+00  2.714954e+00 -1.249413e-02  2.970818e-01
 5.591291e+00  5.624556e+00  3.326572e-02  1.936237e-01
 8.703141e+00  8.823020e+00  1.198793e-01  1.505947e-01
 1.133485e+01  1.160668e+01  2.718258e-01  0.000000e+00
 1.279677e+01  1.320866e+01  4.118896e-01  0.000000e+00
 1.278368e+01  1.318053e+01  3.968555e-01  0.000000e+00
 1.159127e+01  1.185217e+01  2.609022e-01  0.000000e+00
 9.855331e+00  9.988001e+00  1.326694e-01  1.405982e-01
 8.202624e+00  8.319282e+00  1.166583e-01  1.556466e-01
 7.104138e+00  7.362244e+00  2.581060e-01  1.687603e-01
 6.844752e+00  7.374438e+00  5.296854e-01  1.723623e-01
