#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.590947e+00 -6.200513e-01  1.256423e-01
 5.032699e+00  4.542751e+00 -4.899485e-01  1.282354e-01
 4.484341e+00  4.200837e+00 -2.835036e-01  1.372875e-01
 3.447222e+00  3.425273e+00 -2.194876e-02  1.607618e-01
 2.084373e+00  2.292701e+00  2.083272e-01  2.152172e-01
 7.998389e-01  1.024603e+00  2.247644e-01  2.613876e-01
 1.940412e-02  1.466419e-01  1.272378e-01  2.613876e-01
 2.921057e-05 -2.188229e-02 -2.191151e-02  2.613876e-01
 7.285975e-01  7.018349e-01 -2.676260e-02  2.613876e-01
 1.889364e+00  1.884154e+00 -5.209822e-03  2.259503e-01
 2.942955e+00  2.999601e+00  5.664537e-02  1.768235e-01
 3.366410e+00  3.459976e+00  9.356636e-02  1.630800e-01
 2.942955e+00  2.999672e+00  5.671641e-02  1.768235e-01
 1.889362e+00  1.883403e+00 -5.959461e-03  2.259504e-01
 7.285884e-01  7.006538e-01 -2.793465e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.468246e-01  1.274199e-01  2.613876e-01
 7.998387e-01  1.024831e+00  2.249919e-01  2.613876e-01
 2.084374e+00  2.292905e+00  2.085316e-01  2.152171e-01
 3.447223e+00  3.425318e+00 -2.190540e-02  1.607617e-01
 4.484344e+00  4.200296e+00 -2.840482e-01  1.372874e-01
 5.032698e+00  4.542663e+00 -4.900353e-01  1.282354e-01
 5.210998e+00  4.590837e+00 -6.201604e-01  1.256423e-01
 5.236732e+00  4.574248e+00 -6.624836e-01  1.252804e-01
