#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.586626e+00 -6.243717e-01  1.256423e-01
 5.032699e+00  4.501733e+00 -5.309664e-01  1.282354e-01
 4.484341e+00  4.155387e+00 -3.289541e-01  1.372875e-01
 3.447222e+00  3.412169e+00 -3.505337e-02  1.607618e-01
 2.084373e+00  2.308927e+00  2.245536e-01  2.152172e-01
 7.998389e-01  1.045054e+00  2.452147e-01  2.613876e-01
 1.940412e-02  1.566383e-01  1.372342e-01  2.613876e-01
 2.921057e-05 -2.174076e-02 -2.176997e-02  2.613876e-01
 7.285975e-01  7.018479e-01 -2.674959e-02  2.613876e-01
 1.889364e+00  1.902127e+00  1.276325e-02  2.259503e-01
 2.942955e+00  3.050006e+00  1.070505e-01  1.768235e-01
 3.366410e+00  3.528279e+00  1.618691e-01  1.630800e-01
 2.942955e+00  3.050076e+00  1.071208e-01  1.768235e-01
 1.889362e+00  1.901370e+00  1.200834e-02  2.259504e-01
 7.285884e-01  7.006673e-01 -2.792108e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.568204e-01  1.374157e-01  2.613876e-01
 7.998387e-01  1.045280e+00  2.454413e-01  2.613876e-01
 2.084374e+00  2.309131e+00  2.247572e-01  2.152171e-01
 3.447223e+00  3.412209e+00 -3.501362e-02  1.607617e-01
 4.484344e+00  4.154844e+00 -3.294997e-01  1.372874e-01
 5.032698e+00  4.501650e+00 -5.310489e-01  1.282354e-01
 5.210998e+00  4.586525e+00 -6.244727e-01  1.256423e-01
 5.236732e+00  4.591231e+00 -6.455011e-01  1.252804e-01
