#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.659086e-01  4.861799e-01  3.202713e-01  2.392375e-01
 6.952891e-01  1.702914e+00  1.007625e+00  2.392375e-01
 1.585412e+00  3.683095e+00  2.097683e+00  2.222460e-01
 2.667048e+00  6.070125e+00  3.403077e+00  1.715867e-01
 3.588160e+00  8.214613e+00  4.626454e+00  1.436239e-01
 3.961929e+00  9.155983e+00  5.194054e+00  1.353075e-01
 3.630817e+00  8.436840e+00  4.806023e+00  1.426039e-01
 2.754701e+00  6.397962e+00  3.643260e+00  1.683416e-01
 1.677617e+00  3.901180e+00  2.223563e+00  2.176723e-01
 7.482363e-01  1.743171e+00  9.949351e-01  2.392375e-01
 1.792947e-01  4.392976e-01  2.600029e-01  2.392375e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.392375e-01
 1.792946e-01  4.393079e-01  2.600133e-01  2.392375e-01
 7.482365e-01  1.743138e+00  9.949011e-01  2.392375e-01
 1.677617e+00  3.901148e+00  2.223530e+00  2.176723e-01
 2.754701e+00  6.397979e+00  3.643278e+00  1.683416e-01
 3.630817e+00  8.436850e+00  4.806032e+00  1.426039e-01
 3.961929e+00  9.156002e+00  5.194073e+00  1.353075e-01
 3.588160e+00  8.214618e+00  4.626459e+00  1.436239e-01
 2.667048e+00  6.070169e+00  3.403121e+00  1.715867e-01
 1.585412e+00  3.683162e+00  2.097750e+00  2.222460e-01
 6.952891e-01  1.702888e+00  1.007599e+00  2.392375e-01
 1.659085e-01  4.861558e-01  3.202472e-01  2.392375e-01
 8.706694e-05  4.856226e-02  4.847519e-02  2.392375e-01
