#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.612365e+00 -5.986330e-01  1.256423e-01
 5.032699e+00  4.561568e+00 -4.711319e-01  1.282354e-01
 4.484341e+00  4.209850e+00 -2.744904e-01  1.372875e-01
 3.447222e+00  3.422923e+00 -2.429879e-02  1.607618e-01
 2.084373e+00  2.286002e+00  2.016291e-01  2.152172e-01
 7.998389e-01  1.019762e+00  2.199233e-01  2.613876e-01
 1.940412e-02  1.445724e-01  1.251683e-01  2.613876e-01
 2.921057e-05 -2.191125e-02 -2.194046e-02  2.613876e-01
 7.285975e-01  7.044668e-01 -2.413073e-02  2.613876e-01
 1.889364e+00  1.889507e+00  1.431551e-04  2.259503e-01
 2.942955e+00  3.005510e+00  6.255492e-02  1.768235e-01
 3.366410e+00  3.465368e+00  9.895840e-02  1.630800e-01
 2.942955e+00  3.005581e+00  6.262611e-02  1.768235e-01
 1.889362e+00  1.888757e+00 -6.053129e-04  2.259504e-01
 7.285884e-01  7.032856e-01 -2.530285e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.447552e-01  1.253505e-01  2.613876e-01
 7.998387e-01  1.019990e+00  2.201510e-01  2.613876e-01
 2.084374e+00  2.286207e+00  2.018337e-01  2.152171e-01
 3.447223e+00  3.422968e+00 -2.425468e-02  1.607617e-01
 4.484344e+00  4.209309e+00 -2.750350e-01  1.372874e-01
 5.032698e+00  4.561479e+00 -4.712196e-01  1.282354e-01
 5.210998e+00  4.612254e+00 -5.987438e-01  1.256423e-01
 5.236732e+00  4.595269e+00 -6.414629e-01  1.252804e-01
