#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.659086e-01  4.862262e-01  3.203176e-01  2.392375e-01
 6.952891e-01  1.703136e+00  1.007847e+00  2.392375e-01
 1.585412e+00  3.683618e+00  2.098206e+00  2.222460e-01
 2.667048e+00  6.070824e+00  3.403776e+00  1.715867e-01
 3.588160e+00  8.214993e+00  4.626834e+00  1.436239e-01
 3.961929e+00  9.155983e+00  5.194054e+00  1.353075e-01
 3.630817e+00  8.437171e+00  4.806354e+00  1.426039e-01
 2.754701e+00  6.398596e+00  3.643895e+00  1.683416e-01
 1.677617e+00  3.901708e+00  2.224091e+00  2.176723e-01
 7.482363e-01  1.743438e+00  9.952016e-01  2.392375e-01
 1.792947e-01  4.393640e-01  2.600694e-01  2.392375e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.392375e-01
 1.792946e-01  4.393744e-01  2.600798e-01  2.392375e-01
 7.482365e-01  1.743404e+00  9.951676e-01  2.392375e-01
 1.677617e+00  3.901676e+00  2.224059e+00  2.176723e-01
 2.754701e+00  6.398614e+00  3.643912e+00  1.683416e-01
 3.630817e+00  8.437180e+00  4.806363e+00  1.426039e-01
 3.961929e+00  9.156002e+00  5.194073e+00  1.353075e-01
 3.588160e+00  8.214998e+00  4.626839e+00  1.436239e-01
 2.667048e+00  6.070868e+00  3.403820e+00  1.715867e-01
 1.585412e+00  3.683684e+00  2.098272e+00  2.222460e-01
 6.952891e-01  1.703109e+00  1.007820e+00  2.392375e-01
 1.659085e-01  4.862021e-01  3.202936e-01  2.392375e-01
 8.706694e-05  4.856224e-02  4.847517e-02  2.392375e-01
