#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.578493e+00 -6.325053e-01  1.256423e-01
 5.032699e+00  4.501535e+00 -5.311645e-01  1.282354e-01
 4.484341e+00  4.161336e+00 -3.230049e-01  1.372875e-01
 3.447222e+00  3.417302e+00 -2.991961e-02  1.607618e-01
 2.084373e+00  2.307961e+00  2.235880e-01  2.152172e-01
 7.998389e-01  1.039666e+00  2.398268e-01  2.613876e-01
 1.940412e-02  1.523329e-01  1.329288e-01  2.613876e-01
 2.921057e-05 -2.174240e-02 -2.177161e-02  2.613876e-01
 7.285977e-01  6.741287e-01 -5.446901e-02  2.613876e-01
 1.889364e+00  1.902724e+00  1.336018e-02  2.259503e-01
 2.942955e+00  3.045569e+00  1.026139e-01  1.768235e-01
 3.366410e+00  3.521133e+00  1.547231e-01  1.630800e-01
 2.942955e+00  3.045639e+00  1.026842e-01  1.768235e-01
 1.889362e+00  1.901967e+00  1.260521e-02  2.259504e-01
 7.285884e-01  7.033032e-01 -2.528524e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.525150e-01  1.331103e-01  2.613876e-01
 7.998387e-01  1.039892e+00  2.400534e-01  2.613876e-01
 2.084374e+00  2.308165e+00  2.237916e-01  2.152171e-01
 3.447223e+00  3.417343e+00 -2.987979e-02  1.607617e-01
 4.484344e+00  4.160793e+00 -3.235514e-01  1.372874e-01
 5.032698e+00  4.501452e+00 -5.312470e-01  1.282354e-01
 5.210998e+00  4.578391e+00 -6.326069e-01  1.256423e-01
 5.236732e+00  4.579602e+00 -6.571305e-01  1.252804e-01
