#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.577972e+00 -6.330259e-01  1.256423e-01
 5.032699e+00  4.499309e+00 -5.333903e-01  1.282354e-01
 4.484341e+00  4.157897e+00 -3.264435e-01  1.372875e-01
 3.447222e+00  3.414414e+00 -3.280834e-02  1.607618e-01
 2.084373e+00  2.307069e+00  2.226952e-01  2.152172e-01
 7.998389e-01  1.040501e+00  2.406624e-01  2.613876e-01
 1.940412e-02  1.534155e-01  1.340113e-01  2.613876e-01
 2.921057e-05 -2.174206e-02 -2.177127e-02  2.613876e-01
 7.285975e-01  7.030254e-01 -2.557207e-02  2.613876e-01
 1.889364e+00  1.900331e+00  1.096765e-02  2.259503e-01
 2.942955e+00  3.042987e+00  1.000313e-01  1.768235e-01
 3.366410e+00  3.518611e+00  1.522015e-01  1.630800e-01
 2.942955e+00  3.043057e+00  1.001016e-01  1.768235e-01
 1.889362e+00  1.899575e+00  1.021269e-02  2.259504e-01
 7.285884e-01  7.018448e-01 -2.674362e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.535975e-01  1.341929e-01  2.613876e-01
 7.998387e-01  1.040728e+00  2.408890e-01  2.613876e-01
 2.084374e+00  2.307273e+00  2.228988e-01  2.152171e-01
 3.447223e+00  3.414454e+00 -3.276856e-02  1.607617e-01
 4.484344e+00  4.157355e+00 -3.269890e-01  1.372874e-01
 5.032698e+00  4.499226e+00 -5.334727e-01  1.282354e-01
 5.210998e+00  4.577871e+00 -6.331270e-01  1.256423e-01
 5.236732e+00  4.579842e+00 -6.568903e-01  1.252804e-01
