#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 7.104139e+00  7.362865e+00  2.587260e-01  1.687603e-01
 8.202624e+00  8.321413e+00  1.187895e-01  1.556466e-01
 9.855332e+00  9.987082e+00  1.317501e-01  1.405982e-01
 1.159126e+01  1.184443e+01  2.531612e-01  0.000000e+00
 1.278368e+01  1.317258e+01  3.889040e-01  0.000000e+00
 1.279677e+01  1.321167e+01  4.148996e-01  0.000000e+00
 1.133485e+01  1.161711e+01  2.822523e-01  0.000000e+00
 8.703144e+00  8.827737e+00  1.245938e-01  1.505946e-01
 5.591281e+00  5.620575e+00  2.929430e-02  1.936239e-01
 2.727445e+00  2.708984e+00 -1.846056e-02  2.970820e-01
 7.216445e-01  7.120359e-01 -9.608594e-03  4.197184e-01
 0.000000e+00  0.000000e+00  0.000000e+00  4.197184e-01
 7.216463e-01  7.119942e-01 -9.652165e-03  4.197184e-01
 2.727448e+00  2.708967e+00 -1.848063e-02  2.970818e-01
 5.591291e+00  5.620541e+00  2.925025e-02  1.936237e-01
 8.703141e+00  8.827696e+00  1.245555e-01  1.505947e-01
 1.133485e+01  1.161716e+01  2.823119e-01  0.000000e+00
 1.279677e+01  1.321169e+01  4.149184e-01  0.000000e+00
 1.278368e+01  1.317261e+01  3.889339e-01  0.000000e+00
 1.159127e+01  1.184466e+01  2.533926e-01  0.000000e+00
 9.855331e+00  9.987114e+00  1.317825e-01  1.405982e-01
 8.202624e+00  8.321392e+00  1.187680e-01  1.556466e-01
 7.104138e+00  7.362908e+00  2.587693e-01  1.687603e-01
 6.844752e+00  7.373622e+00  5.288697e-01  1.723623e-01
