#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.248951e-03  1.811169e-02  1.686274e-02  2.041241e-01
 3.418170e-04  1.567274e-02  1.533092e-02  2.041241e-01
 1.493014e-03  4.702978e-02  4.553677e-02  2.041241e-01
 2.792574e-03  6.826963e-02  6.547705e-02  2.041241e-01
 1.364406e-03  3.581054e-02  3.444613e-02  2.041241e-01
 1.487950e-04 -3.495422e-04 -4.983372e-04  2.041241e-01
 1.269395e-03  4.441683e-03  3.172288e-03  2.041241e-01
 3.514643e-03  2.216764e-02  1.865300e-02  2.041241e-01
 1.415655e-03  1.568004e-02  1.426438e-02  2.041241e-01
 4.172311e-05  1.379883e-02  1.375710e-02  2.041241e-01
 1.361834e-03  4.824415e-02  4.688231e-02  2.041241e-01
 2.723724e-03  7.580787e-02  7.308415e-02  2.041241e-01
 1.356268e-03  4.853648e-02  4.718021e-02  2.041241e-01
 1.163779e-04  1.418165e-02  1.406528e-02  2.041241e-01
 1.402070e-03  1.572246e-02  1.432039e-02  2.041241e-01
 3.168107e-03  2.176460e-02  1.859649e-02  2.041241e-01
 1.300620e-03  4.204945e-03  2.904325e-03  2.041241e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.041241e-01
 1.377967e-03  3.572123e-02  3.434327e-02  2.041241e-01
 2.707772e-03  6.770017e-02  6.499239e-02  2.041241e-01
 1.711275e-03  4.792206e-02  4.621078e-02  2.041241e-01
 2.026416e-04  1.514441e-02  1.494177e-02  2.041241e-01
 1.246748e-03  1.806255e-02  1.681580e-02  2.041241e-01
 2.712403e-03  2.950088e-02  2.678848e-02  2.041241e-01
