#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 7.104139e+00  7.361646e+00  2.575076e-01  1.687603e-01
 8.202624e+00  8.319513e+00  1.168886e-01  1.556466e-01
 9.855332e+00  9.984911e+00  1.295795e-01  1.405982e-01
 1.159126e+01  1.184247e+01  2.512070e-01  0.000000e+00
 1.278368e+01  1.317047e+01  3.867910e-01  0.000000e+00
 1.279677e+01  1.320849e+01  4.117209e-01  0.000000e+00
 1.133485e+01  1.161347e+01  2.786187e-01  0.000000e+00
 8.703144e+00  8.825232e+00  1.220881e-01  1.505946e-01
 5.591281e+00  5.619673e+00  2.839213e-02  1.936239e-01
 2.727445e+00  2.708937e+00 -1.850840e-02  2.970820e-01
 7.216445e-01  7.121033e-01 -9.541223e-03  4.197184e-01
 0.000000e+00  0.000000e+00  0.000000e+00  4.197184e-01
 7.216463e-01  7.120621e-01 -9.584246e-03  4.197184e-01
 2.727448e+00  2.708919e+00 -1.852872e-02  2.970818e-01
 5.591291e+00  5.619639e+00  2.834861e-02  1.936237e-01
 8.703141e+00  8.825191e+00  1.220501e-01  1.505947e-01
 1.133485e+01  1.161353e+01  2.786786e-01  0.000000e+00
 1.279677e+01  1.320851e+01  4.117390e-01  0.000000e+00
 1.278368e+01  1.317050e+01  3.868210e-01  0.000000e+00
 1.159127e+01  1.184270e+01  2.514388e-01  0.000000e+00
 9.855331e+00  9.984943e+00  1.296117e-01  1.405982e-01
 8.202624e+00  8.319491e+00  1.168671e-01  1.556466e-01
 7.104138e+00  7.361689e+00  2.575506e-01  1.687603e-01
 6.844752e+00  7.372727e+00  5.279749e-01  1.723623e-01
