#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.578363e+00 -6.326345e-01  1.256423e-01
 5.032699e+00  4.510689e+00 -5.220108e-01  1.282354e-01
 4.484341e+00  4.166141e+00 -3.182001e-01  1.372875e-01
 3.447222e+00  3.405081e+00 -4.214083e-02  1.607618e-01
 2.084373e+00  2.284565e+00  2.001914e-01  2.152172e-01
 7.998389e-01  1.020050e+00  2.202110e-01  2.613876e-01
 1.940412e-02  1.440237e-01  1.246196e-01  2.613876e-01
 2.921057e-05 -2.180264e-02 -2.183185e-02  2.613876e-01
 7.285977e-01  6.726495e-01 -5.594820e-02  2.613876e-01
 1.889364e+00  1.887378e+00 -1.986251e-03  2.259503e-01
 2.942955e+00  3.009786e+00  6.683074e-02  1.768235e-01
 3.366410e+00  3.475021e+00  1.086110e-01  1.630800e-01
 2.942955e+00  3.009857e+00  6.690136e-02  1.768235e-01
 1.889362e+00  1.886623e+00 -2.738985e-03  2.259504e-01
 7.285884e-01  7.018197e-01 -2.676870e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.442061e-01  1.248014e-01  2.613876e-01
 7.998387e-01  1.020277e+00  2.204381e-01  2.613876e-01
 2.084374e+00  2.284769e+00  2.003953e-01  2.152171e-01
 3.447223e+00  3.405124e+00 -4.209947e-02  1.607617e-01
 4.484344e+00  4.165598e+00 -3.187462e-01  1.372874e-01
 5.032698e+00  4.510603e+00 -5.220951e-01  1.282354e-01
 5.210998e+00  4.578258e+00 -6.327396e-01  1.256423e-01
 5.236732e+00  4.573115e+00 -6.636175e-01  1.252804e-01
