#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.659088e-01  4.859074e-01  3.199985e-01  2.392375e-01
 6.952894e-01  1.702607e+00  1.007317e+00  2.392375e-01
 1.585412e+00  3.682761e+00  2.097349e+00  2.222459e-01
 2.667048e+00  6.069914e+00  3.402866e+00  1.715867e-01
 3.588160e+00  8.214308e+00  4.626148e+00  1.436239e-01
 3.961929e+00  9.155983e+00  5.194054e+00  1.353075e-01
 3.630817e+00  8.436835e+00  4.806018e+00  1.426039e-01
 2.754701e+00  6.397947e+00  3.643246e+00  1.683416e-01
 1.677617e+00  3.901163e+00  2.223546e+00  2.176723e-01
 7.482363e-01  1.743161e+00  9.949245e-01  2.392375e-01
 1.792947e-01  4.392944e-01  2.599997e-01  2.392375e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.392375e-01
 1.792946e-01  4.393048e-01  2.600101e-01  2.392375e-01
 7.482365e-01  1.743127e+00  9.948905e-01  2.392375e-01
 1.677617e+00  3.901131e+00  2.223514e+00  2.176723e-01
 2.754701e+00  6.397964e+00  3.643263e+00  1.683416e-01
 3.630817e+00  8.436845e+00  4.806027e+00  1.426039e-01
 3.961929e+00  9.156002e+00  5.194073e+00  1.353075e-01
 3.588160e+00  8.214344e+00  4.626184e+00  1.436239e-01
 2.667048e+00  6.069952e+00  3.402904e+00  1.715867e-01
 1.585412e+00  3.682793e+00  2.097380e+00  2.222459e-01
 6.952894e-01  1.702615e+00  1.007326e+00  2.392375e-01
 1.659089e-01  4.859083e-01  3.199995e-01  2.392375e-01
 8.726774e-05  4.825808e-02  4.817081e-02  2.392375e-01
