#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.590969e+00 -6.200289e-01  1.256423e-01
 5.032699e+00  4.532910e+00 -4.997900e-01  1.282354e-01
 4.484341e+00  4.187183e+00 -2.971576e-01  1.372875e-01
 3.447222e+00  3.415557e+00 -3.166460e-02  1.607618e-01
 2.084373e+00  2.287948e+00  2.035743e-01  2.152172e-01
 7.998389e-01  1.022425e+00  2.225861e-01  2.613876e-01
 1.940412e-02  1.458090e-01  1.264048e-01  2.613876e-01
 2.921057e-05 -2.185635e-02 -2.188556e-02  2.613876e-01
 7.285975e-01  7.021075e-01 -2.649005e-02  2.613876e-01
 1.889364e+00  1.885676e+00 -3.687974e-03  2.259503e-01
 2.942955e+00  3.004708e+00  6.175293e-02  1.768235e-01
 3.366410e+00  3.467437e+00  1.010266e-01  1.630800e-01
 2.942955e+00  3.004779e+00  6.182383e-02  1.768235e-01
 1.889362e+00  1.884923e+00 -4.438583e-03  2.259504e-01
 7.285884e-01  7.009264e-01 -2.766200e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.459915e-01  1.265868e-01  2.613876e-01
 7.998387e-01  1.022652e+00  2.228135e-01  2.613876e-01
 2.084374e+00  2.288152e+00  2.037785e-01  2.152171e-01
 3.447223e+00  3.415601e+00 -3.162190e-02  1.607617e-01
 4.484344e+00  4.186642e+00 -2.977024e-01  1.372874e-01
 5.032698e+00  4.532823e+00 -4.998759e-01  1.282354e-01
 5.210998e+00  4.590861e+00 -6.201365e-01  1.256423e-01
 5.236732e+00  4.579569e+00 -6.571630e-01  1.252804e-01
