#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 7.104139e+00  7.361491e+00  2.573529e-01  1.687603e-01
 8.202624e+00  8.319372e+00  1.167480e-01  1.556466e-01
 9.855332e+00  9.984788e+00  1.294569e-01  1.405982e-01
 1.159126e+01  1.184237e+01  2.511017e-01  0.000000e+00
 1.278368e+01  1.317038e+01  3.866993e-01  0.000000e+00
 1.279677e+01  1.320841e+01  4.116408e-01  0.000000e+00
 1.133485e+01  1.161340e+01  2.785498e-01  0.000000e+00
 8.703144e+00  8.825176e+00  1.220326e-01  1.505946e-01
 5.591281e+00  5.619635e+00  2.835382e-02  1.936239e-01
 2.727445e+00  2.708916e+00 -1.852860e-02  2.970820e-01
 7.216445e-01  7.120977e-01 -9.546818e-03  4.197184e-01
 0.000000e+00  0.000000e+00  0.000000e+00  4.197184e-01
 7.216463e-01  7.120563e-01 -9.590019e-03  4.197184e-01
 2.727448e+00  2.708899e+00 -1.854852e-02  2.970818e-01
 5.591291e+00  5.619601e+00  2.830991e-02  1.936237e-01
 8.703141e+00  8.825136e+00  1.219950e-01  1.505947e-01
 1.133485e+01  1.161346e+01  2.786096e-01  0.000000e+00
 1.279677e+01  1.320843e+01  4.116592e-01  0.000000e+00
 1.278368e+01  1.317041e+01  3.867296e-01  0.000000e+00
 1.159127e+01  1.184260e+01  2.513334e-01  0.000000e+00
 9.855331e+00  9.984821e+00  1.294892e-01  1.405982e-01
 8.202624e+00  8.319351e+00  1.167268e-01  1.556466e-01
 7.104138e+00  7.361534e+00  2.573959e-01  1.687603e-01
 6.844752e+00  7.372567e+00  5.278150e-01  1.723623e-01
