#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.577686e+00 -6.333115e-01  1.256423e-01
 5.032699e+00  4.499203e+00 -5.334965e-01  1.282354e-01
 4.484341e+00  4.157973e+00 -3.263676e-01  1.372875e-01
 3.447222e+00  3.414573e+00 -3.264929e-02  1.607618e-01
 2.084373e+00  2.307199e+00  2.228260e-01  2.152172e-01
 7.998389e-01  1.040566e+00  2.407276e-01  2.613876e-01
 1.940412e-02  1.534376e-01  1.340335e-01  2.613876e-01
 2.921057e-05 -2.174208e-02 -2.177129e-02  2.613876e-01
 7.285975e-01  7.029924e-01 -2.560513e-02  2.613876e-01
 1.889364e+00  1.900234e+00  1.087067e-02  2.259503e-01
 2.942955e+00  3.042814e+00  9.985893e-02  1.768235e-01
 3.366410e+00  3.518404e+00  1.519939e-01  1.630800e-01
 2.942955e+00  3.042884e+00  9.992924e-02  1.768235e-01
 1.889362e+00  1.899478e+00  1.011571e-02  2.259504e-01
 7.285884e-01  7.018117e-01 -2.677668e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.536197e-01  1.342150e-01  2.613876e-01
 7.998387e-01  1.040793e+00  2.409543e-01  2.613876e-01
 2.084374e+00  2.307403e+00  2.230296e-01  2.152171e-01
 3.447223e+00  3.414613e+00 -3.260951e-02  1.607617e-01
 4.484344e+00  4.157431e+00 -3.269131e-01  1.372874e-01
 5.032698e+00  4.499120e+00 -5.335789e-01  1.282354e-01
 5.210998e+00  4.577585e+00 -6.334126e-01  1.256423e-01
 5.236732e+00  4.579483e+00 -6.572492e-01  1.252804e-01
