#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.256832e-03  4.363588e-03  3.106755e-03  2.041241e-01
 3.503009e-04  1.928584e-03  1.578283e-03  2.041241e-01
 1.500890e-03  3.328885e-02  3.178796e-02  2.041241e-01
 2.800487e-03  5.452977e-02  5.172928e-02  2.041241e-01
 1.372294e-03  2.207047e-02  2.069817e-02  2.041241e-01
 2.969375e-05 -1.429889e-02 -1.432859e-02  2.041241e-01
 1.417713e-03 -8.259321e-03 -9.677034e-03  2.041241e-01
 3.101083e-03  7.135342e-03  4.034260e-03  2.041241e-01
 1.411771e-03  1.979589e-03  5.678187e-04  2.041241e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.041241e-01
 1.373694e-03  3.459964e-02  3.322594e-02  2.041241e-01
 2.736424e-03  6.223892e-02  5.950249e-02  2.041241e-01
 1.352691e-03  3.480960e-02  3.345691e-02  2.041241e-01
 7.986941e-05  4.167504e-04  3.368810e-04  2.041241e-01
 1.410033e-03  1.976062e-03  5.660296e-04  2.041241e-01
 3.174972e-03  8.016759e-03  4.841787e-03  2.041241e-01
 1.308520e-03 -9.540978e-03 -1.084950e-02  2.041241e-01
 7.875244e-06 -1.374293e-02 -1.375081e-02  2.041241e-01
 1.385817e-03  2.198096e-02  2.059515e-02  2.041241e-01
 2.715585e-03  5.396034e-02  5.124476e-02  2.041241e-01
 1.719276e-03  3.418059e-02  3.246131e-02  2.041241e-01
 2.108620e-04  1.399444e-03  1.188582e-03  2.041241e-01
 1.254799e-03  4.314796e-03  3.059996e-03  2.041241e-01
 2.720297e-03  1.575177e-02  1.303147e-02  2.041241e-01
