#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.579106e+00 -6.318919e-01  1.256423e-01
 5.032699e+00  4.499758e+00 -5.329412e-01  1.282354e-01
 4.484341e+00  4.157639e+00 -3.267015e-01  1.372875e-01
 3.447222e+00  3.413809e+00 -3.341286e-02  1.607618e-01
 2.084373e+00  2.306538e+00  2.221651e-01  2.152172e-01
 7.998389e-01  1.040206e+00  2.403675e-01  2.613876e-01
 1.940412e-02  1.532991e-01  1.338950e-01  2.613876e-01
 2.921057e-05 -2.174200e-02 -2.177121e-02  2.613876e-01
 7.285975e-01  7.031820e-01 -2.541550e-02  2.613876e-01
 1.889364e+00  1.900747e+00  1.138284e-02  2.259503e-01
 2.942955e+00  3.043689e+00  1.007336e-01  1.768235e-01
 3.366410e+00  3.519445e+00  1.530349e-01  1.630800e-01
 2.942955e+00  3.043759e+00  1.008040e-01  1.768235e-01
 1.889362e+00  1.899990e+00  1.062788e-02  2.259504e-01
 7.285884e-01  7.020014e-01 -2.658704e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.534812e-01  1.340765e-01  2.613876e-01
 7.998387e-01  1.040433e+00  2.405941e-01  2.613876e-01
 2.084374e+00  2.306742e+00  2.223687e-01  2.152171e-01
 3.447223e+00  3.413850e+00 -3.337308e-02  1.607617e-01
 4.484344e+00  4.157097e+00 -3.272470e-01  1.372874e-01
 5.032698e+00  4.499675e+00 -5.330237e-01  1.282354e-01
 5.210998e+00  4.579005e+00 -6.319931e-01  1.256423e-01
 5.236732e+00  4.581254e+00 -6.554778e-01  1.252804e-01
