#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.591767e+00 -6.192314e-01  1.256423e-01
 5.032699e+00  4.541523e+00 -4.911768e-01  1.282354e-01
 4.484341e+00  4.198510e+00 -2.858304e-01  1.372875e-01
 3.447222e+00  3.423275e+00 -2.394713e-02  1.607618e-01
 2.084373e+00  2.291430e+00  2.070570e-01  2.152172e-01
 7.998389e-01  1.023852e+00  2.240131e-01  2.613876e-01
 1.940412e-02  1.462982e-01  1.268941e-01  2.613876e-01
 2.921057e-05 -2.187813e-02 -2.190734e-02  2.613876e-01
 7.285975e-01  7.020692e-01 -2.652831e-02  2.613876e-01
 1.889364e+00  1.884757e+00 -4.606862e-03  2.259503e-01
 2.942955e+00  3.000926e+00  5.797058e-02  1.768235e-01
 3.366410e+00  3.461745e+00  9.533545e-02  1.630800e-01
 2.942955e+00  3.000997e+00  5.804160e-02  1.768235e-01
 1.889362e+00  1.884005e+00 -5.356656e-03  2.259504e-01
 7.285884e-01  7.008881e-01 -2.770035e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.464809e-01  1.270762e-01  2.613876e-01
 7.998387e-01  1.024079e+00  2.242406e-01  2.613876e-01
 2.084374e+00  2.291635e+00  2.072614e-01  2.152171e-01
 3.447223e+00  3.423319e+00 -2.390387e-02  1.607617e-01
 4.484344e+00  4.197969e+00 -2.863751e-01  1.372874e-01
 5.032698e+00  4.541435e+00 -4.912635e-01  1.282354e-01
 5.210998e+00  4.591658e+00 -6.193403e-01  1.256423e-01
 5.236732e+00  4.576111e+00 -6.606213e-01  1.252804e-01
