#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.612358e+00 -5.986402e-01  1.256423e-01
 5.032699e+00  4.564216e+00 -4.684830e-01  1.282354e-01
 4.484341e+00  4.213827e+00 -2.705138e-01  1.372875e-01
 3.447222e+00  3.425404e+00 -2.181778e-02  1.607618e-01
 2.084373e+00  2.285471e+00  2.010980e-01  2.152172e-01
 7.998389e-01  1.017258e+00  2.174191e-01  2.613876e-01
 1.940412e-02  1.424369e-01  1.230328e-01  2.613876e-01
 2.921057e-05 -2.191189e-02 -2.194110e-02  2.613876e-01
 7.285977e-01  6.763253e-01 -5.227239e-02  2.613876e-01
 1.889364e+00  1.892320e+00  2.955994e-03  2.259503e-01
 2.942955e+00  3.007225e+00  6.427010e-02  1.768235e-01
 3.366410e+00  3.466249e+00  9.983911e-02  1.630800e-01
 2.942955e+00  3.007296e+00  6.434128e-02  1.768235e-01
 1.889362e+00  1.891569e+00  2.207502e-03  2.259504e-01
 7.285884e-01  7.054895e-01 -2.309896e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.426197e-01  1.232150e-01  2.613876e-01
 7.998387e-01  1.017486e+00  2.176469e-01  2.613876e-01
 2.084374e+00  2.285676e+00  2.013026e-01  2.152171e-01
 3.447223e+00  3.425449e+00 -2.177363e-02  1.607617e-01
 4.484344e+00  4.213285e+00 -2.710593e-01  1.372874e-01
 5.032698e+00  4.564128e+00 -4.685707e-01  1.282354e-01
 5.210998e+00  4.612246e+00 -5.987515e-01  1.256423e-01
 5.236732e+00  4.593960e+00 -6.427720e-01  1.252804e-01
