#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.582998e+00 -6.280000e-01  1.256423e-01
 5.032699e+00  4.499902e+00 -5.327970e-01  1.282354e-01
 4.484341e+00  4.155596e+00 -3.287445e-01  1.372875e-01
 3.447222e+00  3.413736e+00 -3.348633e-02  1.607618e-01
 2.084373e+00  2.310813e+00  2.264396e-01  2.152172e-01
 7.998389e-01  1.046544e+00  2.467052e-01  2.613876e-01
 1.940412e-02  1.574399e-01  1.380358e-01  2.613876e-01
 2.921057e-05 -2.174086e-02 -2.177007e-02  2.613876e-01
 7.285975e-01  7.009692e-01 -2.762832e-02  2.613876e-01
 1.889364e+00  1.900351e+00  1.098679e-02  2.259503e-01
 2.942955e+00  3.047494e+00  1.045385e-01  1.768235e-01
 3.366410e+00  3.525472e+00  1.590623e-01  1.630800e-01
 2.942955e+00  3.047564e+00  1.046088e-01  1.768235e-01
 1.889362e+00  1.899594e+00  1.023188e-02  2.259504e-01
 7.285884e-01  6.997886e-01 -2.879981e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.576220e-01  1.382173e-01  2.613876e-01
 7.998387e-01  1.046770e+00  2.469318e-01  2.613876e-01
 2.084374e+00  2.311017e+00  2.266432e-01  2.152171e-01
 3.447223e+00  3.413776e+00 -3.344657e-02  1.607617e-01
 4.484344e+00  4.155054e+00 -3.292902e-01  1.372874e-01
 5.032698e+00  4.499819e+00 -5.328795e-01  1.282354e-01
 5.210998e+00  4.582897e+00 -6.281010e-01  1.256423e-01
 5.236732e+00  4.586895e+00 -6.498366e-01  1.252804e-01
