#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.659088e-01  4.859113e-01  3.200024e-01  2.392375e-01
 6.952894e-01  1.702623e+00  1.007334e+00  2.392375e-01
 1.585412e+00  3.682791e+00  2.097379e+00  2.222459e-01
 2.667048e+00  6.069944e+00  3.402896e+00  1.715867e-01
 3.588160e+00  8.214322e+00  4.626162e+00  1.436239e-01
 3.961929e+00  9.155983e+00  5.194054e+00  1.353075e-01
 3.630817e+00  8.436845e+00  4.806028e+00  1.426039e-01
 2.754701e+00  6.397971e+00  3.643269e+00  1.683416e-01
 1.677617e+00  3.901187e+00  2.223570e+00  2.176723e-01
 7.482363e-01  1.743175e+00  9.949391e-01  2.392375e-01
 1.792947e-01  4.392986e-01  2.600039e-01  2.392375e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.392375e-01
 1.792946e-01  4.393089e-01  2.600143e-01  2.392375e-01
 7.482365e-01  1.743142e+00  9.949050e-01  2.392375e-01
 1.677617e+00  3.901155e+00  2.223538e+00  2.176723e-01
 2.754701e+00  6.397988e+00  3.643287e+00  1.683416e-01
 3.630817e+00  8.436854e+00  4.806037e+00  1.426039e-01
 3.961929e+00  9.156002e+00  5.194073e+00  1.353075e-01
 3.588160e+00  8.214358e+00  4.626198e+00  1.436239e-01
 2.667048e+00  6.069982e+00  3.402934e+00  1.715867e-01
 1.585412e+00  3.682823e+00  2.097410e+00  2.222459e-01
 6.952894e-01  1.702631e+00  1.007342e+00  2.392375e-01
 1.659089e-01  4.859122e-01  3.200034e-01  2.392375e-01
 8.726774e-05  4.825807e-02  4.817081e-02  2.392375e-01
