#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.578811e+00 -6.321869e-01  1.256423e-01
 5.032699e+00  4.499164e+00 -5.335353e-01  1.282354e-01
 4.484341e+00  4.156998e+00 -3.273424e-01  1.372875e-01
 3.447222e+00  3.413643e+00 -3.357851e-02  1.607618e-01
 2.084373e+00  2.307106e+00  2.227324e-01  2.152172e-01
 7.998389e-01  1.041145e+00  2.413061e-01  2.613876e-01
 1.940412e-02  1.539610e-01  1.345569e-01  2.613876e-01
 2.921057e-05 -2.174186e-02 -2.177107e-02  2.613876e-01
 7.285975e-01  7.026317e-01 -2.596581e-02  2.613876e-01
 1.889364e+00  1.900088e+00  1.072374e-02  2.259503e-01
 2.942955e+00  3.043271e+00  1.003160e-01  1.768235e-01
 3.366410e+00  3.519193e+00  1.527828e-01  1.630800e-01
 2.942955e+00  3.043342e+00  1.003863e-01  1.768235e-01
 1.889362e+00  1.899331e+00  9.968782e-03  2.259504e-01
 7.285884e-01  7.014511e-01 -2.713735e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.541431e-01  1.347384e-01  2.613876e-01
 7.998387e-01  1.041371e+00  2.415327e-01  2.613876e-01
 2.084374e+00  2.307310e+00  2.229360e-01  2.152171e-01
 3.447223e+00  3.413684e+00 -3.353874e-02  1.607617e-01
 4.484344e+00  4.156456e+00 -3.278879e-01  1.372874e-01
 5.032698e+00  4.499081e+00 -5.336177e-01  1.282354e-01
 5.210998e+00  4.578710e+00 -6.322880e-01  1.256423e-01
 5.236732e+00  4.581115e+00 -6.556172e-01  1.252804e-01
